8.857962	8.953743
9.674984	9.745322
9.065277	9.120802
8.764763	7.152599
9.800518	11.947036
8.799297	9.089712
9.191322	10.178337
8.210561	9.132282
9.693275	9.725083
6.644893	5.144530
8.791508	7.197947
7.991397	8.127423
8.148678	7.140554
9.631750	9.917588
10.373582	11.109091
9.842832	10.503641
7.541943	6.580118
9.319891	8.448840
8.049052	8.367234
8.454522	8.254913
8.077097	7.944937
8.812883	7.607800
7.420732	8.142707
9.445518	10.833584
8.655256	7.227696
9.235992	9.229893
9.203947	9.742988
8.705006	7.942039
8.997679	11.697921
7.647253	7.485099
9.398252	10.039868
8.877928	8.900415
9.189162	9.398248
8.650957	8.739474
8.816871	9.234986
8.834595	8.980677
10.190935	9.262602
8.995290	8.565577
9.729224	9.162959
8.182614	8.539864
8.917193	7.809113
8.593792	8.726314
10.705646	11.981915
8.221241	8.723556
9.724162	7.536730
10.978600	10.994884
8.840016	9.556266
9.733924	8.015468
8.324769	9.005364
9.169736	9.745387
7.384057	7.061952
8.539086	8.897821
7.845292	7.885249
10.530976	11.943021
9.967601	9.887170
9.905774	11.604079
8.668118	10.762216
8.114164	7.214061
9.459169	11.377869
10.091550	9.062568
8.050370	9.124773
8.826532	10.499579
9.490537	8.542414
8.750973	10.090710
7.311324	9.021722
10.184952	11.477743
9.389246	8.139053
6.074927	6.487225
8.494840	8.080705
8.228895	6.286782
10.577213	9.955200
10.425127	10.472413
9.162175	8.017291
8.289231	9.540491
10.158311	10.261011
8.285356	7.722602
8.371375	11.459199
9.977791	10.219869
10.111226	9.602978
8.799612	9.267869
9.112027	11.227431
8.955332	9.611439
8.644994	8.837821
10.434350	10.722384
8.074305	10.036998
8.895797	9.124337
8.515051	8.258290
9.582797	10.514803
7.478534	6.740721
9.372490	9.331075
8.264430	8.151241
8.976559	7.376347
10.088865	10.839370
7.721060	8.077550
10.336373	9.384478
9.223589	10.294223
8.129311	7.286451
9.018914	8.840033
10.946081	11.219962
8.584485	9.936743
8.980724	8.693822
9.464266	9.057985
11.056870	10.652935
8.310846	9.113638
9.303517	9.237846
9.113052	9.722217
8.892117	8.597108
8.922729	10.858731
7.301593	5.747052
9.138208	8.888477
8.054919	10.094214
9.821310	9.485965
9.435924	10.378080
7.836938	6.824161
10.327634	10.966474
10.299996	10.245788
9.313009	9.200542
9.025053	9.267972
8.230739	7.757357
8.931667	9.940366
9.869837	10.624705
11.221869	11.529837
9.654136	9.912238
11.684504	11.470133
9.074089	9.969089
8.298160	7.298053
8.470310	8.849390
8.585863	9.681851
8.463119	8.915409
10.541330	11.137480
9.578394	8.409291
8.855923	8.955933
8.635760	6.984559
8.413155	8.968725
10.832469	9.716699
9.941837	10.713128
7.033439	6.694680
9.379721	8.641275
10.899336	12.309689
9.267087	10.737972
8.720929	6.487591
8.781874	9.604549
8.210373	8.146322
7.422739	8.535433
8.783030	7.640541
9.636925	9.365834
6.966474	7.456471
9.452957	10.185395
6.747918	6.406864
8.775546	7.733853
9.787969	8.225825
9.605360	10.816996
7.465789	6.952657
8.657317	7.625513
9.687943	9.640823
8.453469	7.462577
8.617263	7.345546
10.350871	8.453956
9.736065	10.049283
9.323403	9.289748
9.857052	9.173569
10.372701	9.860377
8.681017	9.128895
9.777344	10.340569
8.900231	9.125822
8.813290	9.072483
7.832138	6.309137
9.774904	9.481430
8.823070	8.555660
11.614400	12.769055
8.892884	8.669105
8.738560	8.158501
10.516397	8.982043
7.913285	6.034878
9.022197	8.895801
8.947859	7.895333
9.629651	8.785924
9.023739	8.546933
8.918555	7.245784
6.953555	6.311690
8.922864	10.785657
9.547779	9.137668
10.100445	10.592689
9.688619	10.521332
10.373103	8.507512
8.661735	7.431330
8.418881	8.383193
9.325495	10.329713
9.292390	9.685522
9.690378	8.723065
8.210165	5.373591
